booking_id,booking_date,departure_date,advance_booking_days,passenger_name,email,phone,country,city,origin,destination,distance_miles,cabin_class,num_passengers,fare_per_passenger,total_fare,payment_method,payment_status,payment_attempts,booking_channel,bookings_last_24h,ip_address,device_id,device_reuse_count,is_cancelled,cancellation_time_hours,is_frequent_flyer,ff_miles,ff_tier,account_age_days,calculated_risk_score,is_fraud,fraud_flags,rule_based_score,num_flags,rule_based_prediction,ml_anomaly_prediction,ml_anomaly_score,ml_risk_label,final_fraud_score,final_risk_category
BK010208,2024-11-18,2025-01-05 00:00:00,48,Passenger208 Legit239,passenger208.legit239916@icloud.com,+953-535-3945,Singapore,Singapore,NYC,LHR,3451,First Class,4,2206.46,8825.85,Bank Transfer,Success,1,Travel Agent,2,103.255.121.183,578683da9254667a,2,False,,False,0,,931,0,False,CLEAN,0,0,LOW_RISK,-1,-0.5596521721764928,ANOMALY,23.72,LOW
BK010209,2025-01-01,2025-01-09 00:00:00,8,Passenger209 Fraud138,passenger209.fraud13882@yahoo.com,+748-848-9624,France,Lyon,Toronto,Vancouver,2080,Business,2,791.49,1582.97,Points,Success,1,Airport Counter,1,51.5.240.117,c102be0a5f7c16fa,3,False,,False,0,,25,0,True,CLEAN,0,0,LOW_RISK,1,-0.4366174577786099,NORMAL,7.49,LOW
BK010210,2025-01-28,2025-03-14 00:00:00,45,Passenger210 Legit271,passenger210.legit271804@icloud.com,+267-162-8752,India,Bangalore,NYC,LAX,2451,Premium Economy,1,483.93,483.93,PayPal,Success,1,Website,0,106.142.129.34,4413e7d7f2b4ac59,2,False,,True,34242,Silver,1416,0,False,CLEAN,0,0,LOW_RISK,1,-0.45041802052901875,NORMAL,9.31,LOW
BK010211,2024-11-20,2025-01-08 00:00:00,49,Passenger211 Legit705,passenger211.legit705828@yahoo.com,+268-901-4869,Japan,Osaka,Dubai,Mumbai,1200,First Class,2,820.66,1641.33,Credit Card,Success,1,Travel Agent,1,126.121.225.186,b81c9f9ec196f990,1,False,,False,0,,886,0,False,CLEAN,0,0,LOW_RISK,1,-0.407495351340261,NORMAL,3.65,LOW
BK010212,2024-11-15,2024-11-15 16:00:00,0,Passenger212 Fraud370,9724x49@10minutemail.net,+486-368-3378,Singapore,Singapore,Singapore,Bangkok,882,First Class,1,285.34,285.34,Bank Transfer,Success,7,Travel Agent,2,103.138.136.206,ec728e8fe7604ec0,17,True,44.0,False,0,,23,50,True,"MULTIPLE_PAYMENT_FAILS,SUSPICIOUS_EMAIL,DEVICE_ABUSE",85,3,HIGH_RISK,-1,-0.6264131018862913,ANOMALY,83.53,CRITICAL
BK010213,2025-01-06,2025-02-03 00:00:00,28,Passenger213 Legit888,passenger213.legit888561@gmail.com,+689-108-2113,Canada,Vancouver,Chicago,Miami,1188,Economy,4,132.48,529.93,Credit Card,Success,1,Call Center,1,142.17.12.159,e8f3ff7a3c03720f,1,False,,False,0,,624,0,False,CLEAN,0,0,LOW_RISK,1,-0.42879343277268805,NORMAL,6.46,LOW
BK010214,2025-01-30,2025-02-13 00:00:00,14,Passenger214 Legit753,passenger214.legit753134@hotmail.com,+673-882-4027,UK,Birmingham,NYC,LHR,3451,Economy,2,404.18,808.36,Bank Transfer,Success,1,Travel Agent,2,90.131.82.200,ca162e74c0bf6fde,2,False,,False,0,,861,0,False,CLEAN,0,0,LOW_RISK,1,-0.3931290936876074,NORMAL,1.75,LOW
BK010215,2024-12-04,2024-12-22 00:00:00,18,Passenger215 Legit364,passenger215.legit364504@yahoo.com,+625-502-3923,Japan,Tokyo,Sydney,Melbourne,442,First Class,1,250.13,250.13,Bank Transfer,Success,1,Website,0,126.36.128.199,8c9c9cefeafea935,1,False,,True,5227,Bronze,257,0,False,CLEAN,0,0,LOW_RISK,1,-0.42862456060169135,NORMAL,6.44,LOW
BK010216,2025-01-29,2025-02-26 00:00:00,28,Passenger216 Legit372,passenger216.legit372528@hotmail.com,+490-546-7617,Singapore,Singapore,LAX,Tokyo,5478,Economy,2,592.28,1184.55,Bank Transfer,Success,1,Call Center,1,103.46.187.137,4f525d7fc6f24fdf,2,False,,False,0,,1749,0,False,CLEAN,0,0,LOW_RISK,1,-0.42690353741064996,NORMAL,6.21,LOW
BK010217,2025-01-10,2025-01-19 00:00:00,9,Passenger217 Legit307,passenger217.legit307307@hotmail.com,+918-209-6886,Singapore,Singapore,LAX,Tokyo,5478,First Class,1,3830.98,3830.98,Bank Transfer,Success,1,Mobile App,0,103.250.199.17,2107df368eb56069,3,False,,False,0,,1100,0,False,CLEAN,0,0,LOW_RISK,1,-0.5026705954243007,NORMAL,16.21,LOW
BK010218,2024-12-14,2024-12-24 00:00:00,10,Passenger218 Legit116,passenger218.legit116416@gmail.com,+217-926-9570,UAE,Dubai,NYC,LAX,2451,First Class,2,1650.48,3300.95,Debit Card,Success,1,Travel Agent,2,5.241.23.63,ec9c9152614b7222,3,False,,True,18096,Bronze,809,0,False,CLEAN,0,0,LOW_RISK,1,-0.4547308485838967,NORMAL,9.88,LOW
BK010219,2025-01-18,2025-02-04 00:00:00,17,Passenger219 Legit199,passenger219.legit199838@gmail.com,+117-609-4613,France,Paris,Houston,Phoenix,1009,Economy,2,124.45,248.91,Bank Transfer,Success,1,Call Center,0,51.88.171.17,c5e9d76dc5e3280f,2,False,,False,0,,1606,0,False,CLEAN,0,0,LOW_RISK,1,-0.42577825826345,NORMAL,6.06,LOW
BK010220,2024-12-02,2025-01-15 00:00:00,44,Passenger220 Legit268,passenger220.legit268103@icloud.com,+386-896-3584,USA,Los Angeles,Houston,Phoenix,1009,Economy,4,111.9,447.62,Credit Card,Success,1,Travel Agent,2,3.105.73.164,7706ffad6c9522a5,3,False,,True,50756,Gold,1430,0,False,CLEAN,0,0,LOW_RISK,1,-0.4894489762014412,NORMAL,14.46,LOW
BK010221,2025-01-03,2025-02-18 00:00:00,46,Passenger221 Legit710,passenger221.legit710847@outlook.com,+357-528-1074,UK,Birmingham,LAX,Tokyo,5478,Premium Economy,2,922.2,1844.39,Points,Success,1,Mobile App,1,80.141.27.50,b7faca330f707f88,1,False,,False,0,,1151,0,False,CLEAN,0,0,LOW_RISK,1,-0.40963412163314344,NORMAL,3.93,LOW
BK010222,2024-11-06,2024-11-16 00:00:00,10,Passenger222 Legit263,passenger222.legit263215@hotmail.com,+258-442-8424,UAE,Abu Dhabi,London,Paris,214,Economy,1,28.82,28.82,Points,Success,1,Airport Counter,0,5.120.227.152,d43d1ad4c20ada22,2,False,,False,0,,847,0,False,CLEAN,0,0,LOW_RISK,1,-0.422422677167063,NORMAL,5.62,LOW
BK010223,2024-11-30,2024-12-13 00:00:00,13,Passenger223 Legit212,passenger223.legit212423@yahoo.com,+385-325-2204,Australia,Brisbane,Atlanta,Seattle,2182,First Class,4,1199.62,4798.49,Bank Transfer,Success,1,Travel Agent,1,1.234.99.162,6ff438bd919f42e6,2,False,,True,20637,Bronze,754,0,False,CLEAN,0,0,LOW_RISK,1,-0.5180990047205322,NORMAL,18.24,LOW
BK010224,2024-12-29,2025-01-20 00:00:00,22,Passenger224 Fraud972,passenger224.fraud972809@icloud.com,+928-274-4763,Australia,Melbourne,Houston,Phoenix,1009,Economy,2,126.74,253.48,Debit Card,Success,6,Mobile App,11,1.2.213.251,d03c64db5566b5e1,20,False,,False,0,,12,60,True,"MULTIPLE_PAYMENT_FAILS,HIGH_VELOCITY,DEVICE_ABUSE",75,3,HIGH_RISK,-1,-0.6581477313437215,ANOMALY,81.72,CRITICAL
BK010225,2024-11-13,2024-12-18 00:00:00,35,Passenger225 Legit917,passenger225.legit91786@icloud.com,+772-112-7662,Japan,Tokyo,Dubai,Mumbai,1200,Premium Economy,2,217.62,435.25,Debit Card,Success,1,Call Center,0,126.12.232.119,d1df0f58fdae3cc4,1,False,,False,0,,1797,0,False,CLEAN,0,0,LOW_RISK,1,-0.43602500161819374,NORMAL,7.41,LOW
BK010226,2025-01-30,2025-03-18 00:00:00,47,Passenger226 Legit741,passenger226.legit741395@outlook.com,+544-133-5859,USA,New York,Houston,Phoenix,1009,First Class,3,671.64,2014.92,Points,Success,1,Website,2,50.26.56.99,3d1e30e552743b00,2,False,,False,0,,538,0,False,CLEAN,0,0,LOW_RISK,1,-0.41596599224383857,NORMAL,4.77,LOW
BK010227,2025-01-11,2025-03-04 00:00:00,52,Passenger227 Legit821,passenger227.legit821343@yahoo.com,+553-216-8839,Australia,Sydney,NYC,LHR,3451,Premium Economy,2,618.78,1237.56,PayPal,Success,1,Website,1,2.231.248.129,68fb4e390018d67b,1,False,,False,0,,1271,0,False,CLEAN,0,0,LOW_RISK,1,-0.4099025155211238,NORMAL,3.97,LOW
BK010228,2024-12-18,2025-02-14 00:00:00,58,Passenger228 Legit562,passenger228.legit562914@hotmail.com,+90-182-7400,UK,London,Toronto,Vancouver,2080,Premium Economy,3,444.59,1333.77,Credit Card,Success,1,Mobile App,1,80.104.11.76,9b05efc27a953b92,3,False,,True,95885,Gold,1040,0,False,CLEAN,0,0,LOW_RISK,1,-0.5079294304726614,NORMAL,16.9,LOW
BK010229,2024-12-08,2024-12-27 00:00:00,19,Passenger229 Legit760,passenger229.legit760893@yahoo.com,+855-632-6503,UK,London,NYC,LAX,2451,First Class,3,1612.85,4838.55,PayPal,Success,1,Travel Agent,1,80.156.87.203,c76e9eac192f342f,1,False,,False,0,,1756,0,False,CLEAN,0,0,LOW_RISK,1,-0.5105537715186558,NORMAL,17.25,LOW
BK010230,2024-12-07,2025-01-12 00:00:00,36,Passenger230 Legit251,passenger230.legit251947@yahoo.com,+729-648-5673,Canada,Montreal,Atlanta,Seattle,2182,Premium Economy,2,452.38,904.76,Debit Card,Success,1,Call Center,2,142.225.133.95,2f466f09857bc506,1,False,,True,88084,Gold,884,0,False,CLEAN,0,0,LOW_RISK,1,-0.4547013873624261,NORMAL,9.88,LOW
BK010231,2024-11-21,2024-11-29 00:00:00,8,Passenger231 Fraud559,passenger231.fraud559787@yahoo.com,+971-569-6246,USA,Houston,Orlando,Vegas,2028,Premium Economy,1,388.35,388.35,Points,Success,1,Airport Counter,2,50.173.57.188,a45639a765fafcea,1,False,,True,3610,Bronze,14,0,True,CLEAN,0,0,LOW_RISK,1,-0.4406318730751357,NORMAL,8.02,LOW
BK010232,2025-01-17,2025-03-06 00:00:00,48,Passenger232 Legit434,passenger232.legit434540@yahoo.com,+801-885-5553,Australia,Brisbane,NYC,LAX,2451,Premium Economy,1,408.13,408.13,Bank Transfer,Success,1,Mobile App,1,2.28.184.102,083f35f602c0e0c6,3,False,,False,0,,943,0,False,CLEAN,0,0,LOW_RISK,1,-0.40530116287710155,NORMAL,3.36,LOW
BK010233,2024-12-10,2025-01-15 00:00:00,36,Passenger233 Fraud453,passenger233.fraud453455@hotmail.com,+823-553-5728,UK,London,Atlanta,Seattle,2182,Premium Economy,2,402.29,804.58,Points,Success,7,Website,2,80.3.209.164,aa3c287d526f736d,10,True,46.0,False,0,,29,35,True,MULTIPLE_PAYMENT_FAILS,30,1,LOW_RISK,-1,-0.6011172951494758,ANOMALY,47.19,MEDIUM
BK010234,2024-12-19,2024-12-19 17:00:00,0,Passenger234 Fraud290,passenger234.fraud290312@hotmail.com,+573-857-8593,USA,Chicago,Sydney,Melbourne,442,Premium Economy,1,75.28,75.28,PayPal,Success,6,Mobile App,9,147.246.223.223,e8a9990fcd10cac1,2,False,,False,0,,23,60,True,"MULTIPLE_PAYMENT_FAILS,HIGH_VELOCITY",55,2,MEDIUM_RISK,-1,-0.5970372112089564,ANOMALY,61.65,HIGH
BK010235,2024-11-21,2025-01-04 00:00:00,44,Passenger235 Legit965,passenger235.legit965328@hotmail.com,+900-809-3219,USA,Los Angeles,Dallas,Denver,641,Business,2,211.35,422.69,PayPal,Success,1,Call Center,2,3.99.93.196,2c34832711b51f5b,3,False,,False,0,,827,0,False,CLEAN,0,0,LOW_RISK,1,-0.3881593428537808,NORMAL,1.1,LOW
BK010236,2024-12-09,2025-01-02 00:00:00,24,Passenger236 Legit801,passenger236.legit801548@icloud.com,+361-943-3354,UAE,Dubai,Singapore,Bangkok,882,Economy,2,111.71,223.42,PayPal,Success,1,Mobile App,0,5.79.113.213,eef388008c487ba5,3,False,,False,0,,1256,0,False,CLEAN,0,0,LOW_RISK,1,-0.4084484224631312,NORMAL,3.78,LOW
BK010237,2025-01-29,2025-03-25 00:00:00,55,Passenger237 Legit829,passenger237.legit829472@gmail.com,+120-938-3150,UK,Manchester,Orlando,Vegas,2028,Economy,4,244.45,977.78,PayPal,Success,1,Mobile App,2,90.14.60.57,06f7128e748483a1,3,False,,True,37858,Silver,609,0,False,CLEAN,0,0,LOW_RISK,1,-0.49721783936572356,NORMAL,15.49,LOW
BK010238,2025-01-28,2025-02-05 00:00:00,8,Passenger238 Fraud180,passenger238.fraud180776@hotmail.com,+44-301-2766,UK,London,Boston,SFO,2704,Economy,1,380.47,380.47,Credit Card,Success,1,Airport Counter,8,103.46.74.217,0d89c17841018985,3,True,11.0,False,0,,24,45,True,"HIGH_VELOCITY,QUICK_CANCEL",55,2,MEDIUM_RISK,1,-0.4896189339587044,NORMAL,47.48,MEDIUM
BK010239,2025-01-12,2025-01-23 00:00:00,11,Passenger239 Legit347,passenger239.legit347782@gmail.com,+542-322-4138,UK,Birmingham,Orlando,Vegas,2028,Business,2,854.56,1709.11,Points,Success,1,Travel Agent,1,80.225.54.47,9c9a6f0ebe932481,2,False,,False,0,,1233,0,False,CLEAN,0,0,LOW_RISK,1,-0.41042760347277335,NORMAL,4.04,LOW
BK010240,2024-12-11,2024-12-25 00:00:00,14,Passenger240 Legit215,passenger240.legit215533@yahoo.com,+508-880-6918,Japan,Tokyo,Singapore,Bangkok,882,Business,1,293.6,293.6,Bank Transfer,Success,1,Airport Counter,2,126.227.115.142,ee72600c9aa69d26,2,False,,False,0,,322,0,False,CLEAN,0,0,LOW_RISK,1,-0.4068385040688871,NORMAL,3.56,LOW
BK010241,2025-01-26,2025-02-25 00:00:00,30,Passenger241 Legit921,passenger241.legit921691@hotmail.com,+689-207-7494,Canada,Toronto,Houston,Phoenix,1009,First Class,1,566.51,566.51,Bank Transfer,Success,1,Call Center,0,147.102.206.32,8bf3c5c0da232efc,2,False,,True,76558,Gold,1728,0,False,CLEAN,0,0,LOW_RISK,1,-0.503639820177522,NORMAL,16.33,LOW
BK010242,2024-12-16,2025-01-22 00:00:00,37,Passenger242 Legit759,passenger242.legit759497@icloud.com,+286-250-8448,France,Lyon,Boston,SFO,2704,Economy,1,316.44,316.44,Bank Transfer,Success,1,Website,0,51.13.91.98,a34119ea6b036674,3,False,,False,0,,1456,0,False,CLEAN,0,0,LOW_RISK,1,-0.4115252141918947,NORMAL,4.18,LOW
BK010243,2025-01-06,2025-02-05 00:00:00,30,Passenger243 Fraud178,passenger243.fraud178503@icloud.com,+268-655-6629,Australia,Melbourne,London,Paris,214,Economy,1,29.89,29.89,Credit Card,Failed,3,Airport Counter,1,1.251.220.35,fba99fb4a8bbc136,2,False,,False,0,,17,55,True,PAYMENT_FAILED,40,1,MEDIUM_RISK,1,-0.4808934971463442,NORMAL,37.33,LOW
BK010244,2024-12-31,2025-02-11 00:00:00,42,Passenger244 Legit685,passenger244.legit68558@hotmail.com,+270-606-7189,Canada,Montreal,Houston,Phoenix,1009,Business,3,361.84,1085.52,Credit Card,Success,1,Call Center,2,142.174.194.25,a3914c86d9d06331,2,False,,False,0,,295,0,False,CLEAN,0,0,LOW_RISK,1,-0.4081935138345833,NORMAL,3.74,LOW
BK010245,2025-01-22,2025-02-17 00:00:00,26,Passenger245 Legit353,passenger245.legit353933@gmail.com,+890-412-2875,France,Paris,Chicago,Miami,1188,Business,2,387.44,774.88,PayPal,Success,1,Travel Agent,1,51.240.11.253,c7d79e108b089928,2,False,,False,0,,380,0,False,CLEAN,0,0,LOW_RISK,1,-0.38901111706014413,NORMAL,1.21,LOW
BK010246,2025-01-26,2025-02-15 00:00:00,20,Passenger246 Legit202,passenger246.legit202515@outlook.com,+171-729-5907,UAE,Abu Dhabi,Dubai,Mumbai,1200,Business,4,414.95,1659.79,Credit Card,Success,1,Call Center,0,6.205.115.160,99bb0cc3ac06845e,1,False,,False,0,,1392,0,False,CLEAN,0,0,LOW_RISK,1,-0.4701529157555118,NORMAL,11.92,LOW
BK010247,2025-01-07,2025-02-13 00:00:00,37,Passenger247 Legit168,passenger247.legit168356@gmail.com,+668-943-5945,Singapore,Singapore,Toronto,Vancouver,2080,Business,4,822.96,3291.84,PayPal,Success,1,Airport Counter,2,103.92.9.161,15cdb26360348edf,3,False,,False,0,,616,0,False,CLEAN,0,0,LOW_RISK,1,-0.4645243309605867,NORMAL,11.17,LOW
BK010248,2024-12-30,2025-01-23 00:00:00,24,Passenger248 Legit943,passenger248.legit943874@hotmail.com,+958-679-1981,Germany,Frankfurt,Dubai,Mumbai,1200,Premium Economy,3,224.37,673.11,Debit Card,Success,1,Call Center,0,46.211.136.211,f7e1155ca115e57a,3,False,,False,0,,663,0,False,CLEAN,0,0,LOW_RISK,1,-0.41731858039344594,NORMAL,4.95,LOW
BK010249,2024-11-25,2024-12-03 00:00:00,8,Passenger249 Legit216,passenger249.legit216476@hotmail.com,+574-546-7914,Australia,Melbourne,LAX,Tokyo,5478,Economy,2,623.05,1246.1,Debit Card,Success,1,Website,2,2.10.28.221,f20654cad8e13742,1,False,,True,21667,Bronze,1013,0,False,CLEAN,0,0,LOW_RISK,1,-0.4365813972636427,NORMAL,7.49,LOW
BK010250,2024-11-12,2024-12-14 00:00:00,32,Passenger250 Legit787,passenger250.legit787115@icloud.com,+753-612-2976,Canada,Toronto,London,Paris,214,Business,4,89.78,359.12,Debit Card,Success,1,Airport Counter,2,147.120.216.56,dddb2103b43787e0,1,False,,False,0,,1080,0,False,CLEAN,0,0,LOW_RISK,1,-0.4381238495455997,NORMAL,7.69,LOW
BK010251,2024-11-08,2024-12-16 00:00:00,38,Passenger251 Legit983,passenger251.legit983717@gmail.com,+325-658-7943,Germany,Munich,Toronto,Vancouver,2080,First Class,2,1483.87,2967.73,Debit Card,Success,1,Website,2,46.27.122.65,8668bba11577b3ca,2,False,,False,0,,923,0,False,CLEAN,0,0,LOW_RISK,1,-0.409025651768084,NORMAL,3.85,LOW
BK010252,2025-01-08,2025-01-30 00:00:00,22,Passenger252 Legit801,passenger252.legit8019@hotmail.com,+950-361-5929,Japan,Osaka,NYC,LHR,3451,Economy,2,409.66,819.32,Debit Card,Success,1,Website,1,126.251.241.189,ff71d1e33ac86ea4,2,False,,False,0,,385,0,False,CLEAN,0,0,LOW_RISK,1,-0.3942233715008299,NORMAL,1.9,LOW
BK010253,2025-01-04,2025-01-15 00:00:00,11,Passenger253 Legit815,passenger253.legit815617@icloud.com,+756-434-8426,UAE,Abu Dhabi,Dallas,Denver,641,Economy,1,84.03,84.03,Debit Card,Success,1,Travel Agent,0,6.160.42.29,a500de28936f60bf,1,False,,False,0,,1509,0,False,CLEAN,0,0,LOW_RISK,1,-0.4392705265635242,NORMAL,7.84,LOW
BK010254,2025-01-27,2025-03-01 00:00:00,33,Passenger254 Legit967,passenger254.legit967490@yahoo.com,+267-277-6367,UAE,Abu Dhabi,Toronto,Vancouver,2080,Business,2,692.88,1385.76,PayPal,Success,1,Website,0,5.45.236.51,4fe213ea2c2ab303,3,False,,True,117434,Gold,1409,0,False,CLEAN,0,0,LOW_RISK,1,-0.4995175212938648,NORMAL,15.79,LOW
BK010255,2024-11-22,2025-01-04 00:00:00,43,Passenger255 Legit191,passenger255.legit191736@icloud.com,+446-891-8433,UK,London,Atlanta,Seattle,2182,First Class,1,1266.45,1266.45,Debit Card,Success,1,Travel Agent,0,90.105.110.211,a002b38484886090,3,False,,False,0,,1016,0,False,CLEAN,0,0,LOW_RISK,1,-0.4244968536432869,NORMAL,5.89,LOW
BK010256,2024-12-04,2024-12-26 00:00:00,22,Passenger256 Legit129,passenger256.legit129930@yahoo.com,+379-696-8506,France,Lyon,Dallas,Denver,641,Economy,1,80.05,80.05,PayPal,Success,1,Travel Agent,2,51.37.48.143,96b73e20e1743e4d,1,False,,True,97878,Gold,1421,0,False,CLEAN,0,0,LOW_RISK,1,-0.5081024901527659,NORMAL,16.92,LOW
BK010257,2025-01-30,2025-03-25 00:00:00,54,Passenger257 Legit921,passenger257.legit921260@icloud.com,+635-490-5956,USA,New York,Toronto,Vancouver,2080,First Class,3,1172.71,3518.13,Points,Success,1,Airport Counter,1,50.239.67.23,d894780eca5ba5bc,3,False,,True,35629,Silver,821,0,False,CLEAN,0,0,LOW_RISK,1,-0.4969703485731028,NORMAL,15.45,LOW
BK010258,2024-12-06,2025-01-03 00:00:00,28,Passenger258 Fraud230,passenger258.fraud230780@outlook.com,+530-420-8139,India,Delhi,Houston,Phoenix,1009,Premium Economy,2,190.23,380.45,Debit Card,Failed,4,Travel Agent,12,46.226.182.254,d0766a689d2294c1,2,True,47.0,False,0,,3,100,True,"MULTIPLE_PAYMENT_FAILS,HIGH_VELOCITY,PAYMENT_FAILED",95,3,HIGH_RISK,-1,-0.5778753394939432,ANOMALY,83.13,CRITICAL
BK010259,2024-12-07,2024-12-25 00:00:00,18,Passenger259 Legit308,passenger259.legit308521@outlook.com,+577-779-4479,Canada,Montreal,Sydney,Melbourne,442,Economy,2,54.36,108.72,Credit Card,Success,1,Website,1,142.201.191.152,aea8b88536f5205a,1,False,,True,26250,Silver,1122,0,False,CLEAN,0,0,LOW_RISK,1,-0.4304416696519561,NORMAL,6.68,LOW
BK010260,2024-12-29,2025-02-14 00:00:00,47,Passenger260 Legit775,passenger260.legit775674@gmail.com,+338-144-8423,India,Bangalore,Houston,Phoenix,1009,Business,2,349.95,699.9,Credit Card,Success,1,Website,2,125.47.204.66,8d4d45094d85d9fe,1,False,,False,0,,362,0,False,CLEAN,0,0,LOW_RISK,1,-0.403231754832582,NORMAL,3.09,LOW
BK010261,2024-12-20,2025-01-08 00:00:00,19,Passenger261 Fraud313,8083test40@throwaway.email,+368-781-2574,Canada,Toronto,LAX,Tokyo,5478,Business,1,2298.7,2298.7,Bank Transfer,Success,1,Airport Counter,15,50.237.114.166,4d8d30005f2bec53,2,True,42.0,False,0,,9,55,True,"SUSPICIOUS_EMAIL,HIGH_VELOCITY",60,2,MEDIUM_RISK,-1,-0.5747502238482995,ANOMALY,61.71,HIGH
BK010262,2025-01-01,2025-01-27 00:00:00,26,Passenger262 Legit181,passenger262.legit181701@outlook.com,+862-354-9570,Canada,Toronto,Tokyo,Seoul,735,First Class,3,472.12,1416.35,Points,Success,1,Airport Counter,1,147.48.237.170,727c722e0a0c3766,3,False,,False,0,,1379,0,False,CLEAN,0,0,LOW_RISK,1,-0.4274003352786367,NORMAL,6.28,LOW
BK010263,2024-11-15,2024-12-15 00:00:00,30,Passenger263 Fraud615,passenger263.fraud61547@gmail.com,+427-997-5876,Canada,Toronto,NYC,LAX,2451,Business,2,913.23,1826.46,PayPal,Failed,7,Website,0,80.87.244.118,294434ad4d63b01a,3,False,,False,0,,19,55,True,"MULTIPLE_PAYMENT_FAILS,PAYMENT_FAILED",70,2,HIGH_RISK,-1,-0.589250229787417,ANOMALY,69.63,HIGH
BK010264,2025-01-28,2025-03-19 00:00:00,50,Passenger264 Legit731,passenger264.legit73190@yahoo.com,+139-114-4126,Singapore,Singapore,Atlanta,Seattle,2182,Economy,1,290.33,290.33,Debit Card,Success,1,Mobile App,2,103.223.97.23,f3f68a7f41b31d68,2,False,,False,0,,418,0,False,CLEAN,0,0,LOW_RISK,1,-0.4127784606345355,NORMAL,4.35,LOW
BK010265,2025-01-29,2025-03-05 00:00:00,35,Passenger265 Legit256,passenger265.legit25621@hotmail.com,+600-348-4298,Japan,Osaka,Dubai,Mumbai,1200,Business,4,395.4,1581.6,Credit Card,Success,1,Airport Counter,2,126.18.249.103,39fba9342422638c,3,False,,False,0,,1569,0,False,CLEAN,0,0,LOW_RISK,1,-0.4558791403413854,NORMAL,10.03,LOW
BK010266,2024-11-30,2025-01-21 00:00:00,52,Passenger266 Legit988,passenger266.legit98820@hotmail.com,+591-423-2040,USA,Miami,Houston,Phoenix,1009,Business,4,423.81,1695.23,Credit Card,Success,1,Website,0,50.98.240.89,4cbf023e46e288c0,1,False,,False,0,,1582,0,False,CLEAN,0,0,LOW_RISK,1,-0.48237549381510014,NORMAL,13.53,LOW
BK010267,2025-01-24,2025-03-01 00:00:00,36,Passenger267 Legit716,passenger267.legit716741@hotmail.com,+983-526-6902,Canada,Vancouver,Sydney,Melbourne,442,First Class,2,288.15,576.31,PayPal,Success,1,Mobile App,0,142.251.51.204,c65fee73f3c1e86b,2,False,,True,17333,Bronze,217,0,False,CLEAN,0,0,LOW_RISK,1,-0.4132948809393139,NORMAL,4.41,LOW
BK010268,2025-01-26,2025-02-12 00:00:00,17,Passenger268 Legit367,passenger268.legit36733@gmail.com,+346-540-2867,Canada,Montreal,Atlanta,Seattle,2182,Premium Economy,1,419.7,419.7,Bank Transfer,Success,1,Airport Counter,1,142.53.25.238,9150e689b3f73a70,2,False,,False,0,,1727,0,False,CLEAN,0,0,LOW_RISK,1,-0.4346464106232695,NORMAL,7.23,LOW
BK010269,2025-01-18,2025-01-25 00:00:00,7,Passenger269 Fraud208,passenger269.fraud208172@gmail.com,+892-310-6925,Germany,Berlin,Singapore,Bangkok,882,Premium Economy,2,179.17,358.35,Bank Transfer,Failed,4,Mobile App,1,46.125.242.88,1c25f8432bd4008a,1,True,46.0,False,0,,11,55,True,"MULTIPLE_PAYMENT_FAILS,PAYMENT_FAILED",70,2,HIGH_RISK,1,-0.5145779819720494,NORMAL,59.78,MEDIUM
BK010270,2025-01-07,2025-02-09 00:00:00,33,Passenger270 Legit351,passenger270.legit351822@hotmail.com,+424-519-8516,Australia,Sydney,LAX,Tokyo,5478,Business,1,2036.71,2036.71,Credit Card,Success,1,Call Center,1,2.84.222.16,b1018e48fb042757,1,False,,False,0,,1356,0,False,CLEAN,0,0,LOW_RISK,1,-0.4448452312212435,NORMAL,8.58,LOW
BK010271,2025-01-24,2025-02-12 00:00:00,19,Passenger271 Fraud746,passenger271.fraud746718@icloud.com,+895-411-6139,Singapore,Singapore,Dubai,Mumbai,1200,Business,1,505.47,505.47,Points,Success,1,Airport Counter,2,103.207.101.226,9869c9cfd79dc813,15,True,47.0,False,0,,4,35,True,DEVICE_ABUSE,20,1,LOW_RISK,1,-0.5248171688562427,NORMAL,31.13,LOW
BK010272,2024-11-28,2024-12-10 00:00:00,12,Passenger272 Legit653,passenger272.legit653320@icloud.com,+349-875-3621,Germany,Frankfurt,Dallas,Denver,641,Economy,1,89.77,89.77,Points,Success,1,Travel Agent,2,46.30.190.67,b0f1a684f0ae4257,3,False,,True,37702,Silver,1099,0,False,CLEAN,0,0,LOW_RISK,1,-0.4635392705572297,NORMAL,11.04,LOW
BK010273,2024-12-29,2025-01-26 00:00:00,28,Passenger273 Legit854,passenger273.legit854596@icloud.com,+732-742-9737,Australia,Brisbane,NYC,LAX,2451,Premium Economy,3,436.66,1309.99,Points,Success,1,Mobile App,0,2.98.184.117,f2ac224fb858c13a,1,False,,False,0,,347,0,False,CLEAN,0,0,LOW_RISK,1,-0.43724123799362447,NORMAL,7.57,LOW
BK010274,2024-11-17,2024-12-16 00:00:00,29,Passenger274 Fraud535,passenger274.fraud535413@icloud.com,+573-631-7468,UK,Manchester,Tokyo,Seoul,735,Business,2,317.24,634.49,Bank Transfer,Success,1,Travel Agent,0,80.108.233.122,00360b93b2b5cfa3,3,True,8.0,False,0,,13,20,True,QUICK_CANCEL,30,1,LOW_RISK,1,-0.42829963567890117,NORMAL,24.39,LOW
